"date_cd","week_cd","month_cd","weekstart_dt","weekend_dt","monthstart_dt","monthend_dt","year_nm","month_nm","day_nm","week_nm","holiday_yn","holiday_desc","use_yn","std_dt","end_dt","update_dt","weekend_yn","public_holiday_yn","national_day_yn","twentyfourdiv_day_yn","sundry_day_yn","anniversary_day_yn","public_holiday_desc","national_day_desc","twentyfourdiv_day_desc","sundry_day_desc","anniversary_day_desc","days_desc"
"2024-11-14","2024-11-11~2024-11-17","2024-11","2024-11-11","2024-11-17","2024-11-01","2024-11-30","2024년","11월","14일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-15","2024-11-11~2024-11-17","2024-11","2024-11-11","2024-11-17","2024-11-01","2024-11-30","2024년","11월","15일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-16","2024-11-11~2024-11-17","2024-11","2024-11-11","2024-11-17","2024-11-01","2024-11-30","2024년","11월","16일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-11-17","2024-11-11~2024-11-17","2024-11","2024-11-11","2024-11-17","2024-11-01","2024-11-30","2024년","11월","17일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","Y","","","","","순국선열의 날","순국선열의 날"
"2024-11-18","2024-11-18~2024-11-24","2024-11","2024-11-18","2024-11-24","2024-11-01","2024-11-30","2024년","11월","18일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-19","2024-11-18~2024-11-24","2024-11","2024-11-18","2024-11-24","2024-11-01","2024-11-30","2024년","11월","19일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","아동학대 예방의 날","아동학대 예방의 날"
"2024-11-20","2024-11-18~2024-11-24","2024-11","2024-11-18","2024-11-24","2024-11-01","2024-11-30","2024년","11월","20일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-21","2024-11-18~2024-11-24","2024-11","2024-11-18","2024-11-24","2024-11-01","2024-11-30","2024년","11월","21일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-22","2024-11-18~2024-11-24","2024-11","2024-11-18","2024-11-24","2024-11-01","2024-11-30","2024년","11월","22일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","Y","N","Y","","","소설","","김치의 날","김치의 날,소설"
"2024-11-23","2024-11-18~2024-11-24","2024-11","2024-11-18","2024-11-24","2024-11-01","2024-11-30","2024년","11월","23일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-11-24","2024-11-18~2024-11-24","2024-11","2024-11-18","2024-11-24","2024-11-01","2024-11-30","2024년","11월","24일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-11-25","2024-11-25~2024-12-01","2024-11","2024-11-25","2024-12-01","2024-11-01","2024-11-30","2024년","11월","25일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-26","2024-11-25~2024-12-01","2024-11","2024-11-25","2024-12-01","2024-11-01","2024-11-30","2024년","11월","26일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-27","2024-11-25~2024-12-01","2024-11","2024-11-25","2024-12-01","2024-11-01","2024-11-30","2024년","11월","27일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-28","2024-11-25~2024-12-01","2024-11","2024-11-25","2024-12-01","2024-11-01","2024-11-30","2024년","11월","28일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-29","2024-11-25~2024-12-01","2024-11","2024-11-25","2024-12-01","2024-11-01","2024-11-30","2024년","11월","29일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-30","2024-11-25~2024-12-01","2024-11","2024-11-25","2024-12-01","2024-11-01","2024-11-30","2024년","11월","30일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-12-01","2024-11-25~2024-12-01","2024-12","2024-11-25","2024-12-01","2024-12-01","2024-12-31","2024년","12월","1일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-12-02","2024-12-02~2024-12-08","2024-12","2024-12-02","2024-12-08","2024-12-01","2024-12-31","2024년","12월","2일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-03","2024-12-02~2024-12-08","2024-12","2024-12-02","2024-12-08","2024-12-01","2024-12-31","2024년","12월","3일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","소비자의 날","소비자의 날"
"2024-12-04","2024-12-02~2024-12-08","2024-12","2024-12-02","2024-12-08","2024-12-01","2024-12-31","2024년","12월","4일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-05","2024-12-02~2024-12-08","2024-12","2024-12-02","2024-12-08","2024-12-01","2024-12-31","2024년","12월","5일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","자원봉사자의 날,무역의 날","자원봉사자의 날,무역의 날"
"2024-12-06","2024-12-02~2024-12-08","2024-12","2024-12-02","2024-12-08","2024-12-01","2024-12-31","2024년","12월","6일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-07","2024-12-02~2024-12-08","2024-12","2024-12-02","2024-12-08","2024-12-01","2024-12-31","2024년","12월","7일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","Y","N","N","","","대설","","","대설"
"2024-12-08","2024-12-02~2024-12-08","2024-12","2024-12-02","2024-12-08","2024-12-01","2024-12-31","2024년","12월","8일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-12-09","2024-12-09~2024-12-15","2024-12","2024-12-09","2024-12-15","2024-12-01","2024-12-31","2024년","12월","9일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-10","2024-12-09~2024-12-15","2024-12","2024-12-09","2024-12-15","2024-12-01","2024-12-31","2024년","12월","10일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-11","2024-12-09~2024-12-15","2024-12","2024-12-09","2024-12-15","2024-12-01","2024-12-31","2024년","12월","11일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-12","2024-12-09~2024-12-15","2024-12","2024-12-09","2024-12-15","2024-12-01","2024-12-31","2024년","12월","12일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-13","2024-12-09~2024-12-15","2024-12","2024-12-09","2024-12-15","2024-12-01","2024-12-31","2024년","12월","13일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-14","2024-12-09~2024-12-15","2024-12","2024-12-09","2024-12-15","2024-12-01","2024-12-31","2024년","12월","14일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-12-15","2024-12-09~2024-12-15","2024-12","2024-12-09","2024-12-15","2024-12-01","2024-12-31","2024년","12월","15일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-12-16","2024-12-16~2024-12-22","2024-12","2024-12-16","2024-12-22","2024-12-01","2024-12-31","2024년","12월","16일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-17","2024-12-16~2024-12-22","2024-12","2024-12-16","2024-12-22","2024-12-01","2024-12-31","2024년","12월","17일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-18","2024-12-16~2024-12-22","2024-12","2024-12-16","2024-12-22","2024-12-01","2024-12-31","2024년","12월","18일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-19","2024-12-16~2024-12-22","2024-12","2024-12-16","2024-12-22","2024-12-01","2024-12-31","2024년","12월","19일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-20","2024-12-16~2024-12-22","2024-12","2024-12-16","2024-12-22","2024-12-01","2024-12-31","2024년","12월","20일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-21","2024-12-16~2024-12-22","2024-12","2024-12-16","2024-12-22","2024-12-01","2024-12-31","2024년","12월","21일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","Y","N","N","","","동지","","","동지"
"2024-12-22","2024-12-16~2024-12-22","2024-12","2024-12-16","2024-12-22","2024-12-01","2024-12-31","2024년","12월","22일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-12-23","2024-12-23~2024-12-29","2024-12","2024-12-23","2024-12-29","2024-12-01","2024-12-31","2024년","12월","23일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-24","2024-12-23~2024-12-29","2024-12","2024-12-23","2024-12-29","2024-12-01","2024-12-31","2024년","12월","24일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-25","2024-12-23~2024-12-29","2024-12","2024-12-23","2024-12-29","2024-12-01","2024-12-31","2024년","12월","25일","수","Y","기독탄신일","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","기독탄신일","기독탄신일","","","","기독탄신일"
"2024-12-26","2024-12-23~2024-12-29","2024-12","2024-12-23","2024-12-29","2024-12-01","2024-12-31","2024년","12월","26일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-27","2024-12-23~2024-12-29","2024-12","2024-12-23","2024-12-29","2024-12-01","2024-12-31","2024년","12월","27일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","원자력 안전 및 진흥의 날","원자력 안전 및 진흥의 날"
"2024-12-28","2024-12-23~2024-12-29","2024-12","2024-12-23","2024-12-29","2024-12-01","2024-12-31","2024년","12월","28일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-12-29","2024-12-23~2024-12-29","2024-12","2024-12-23","2024-12-29","2024-12-01","2024-12-31","2024년","12월","29일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-12-30","2024-12-30~2025-01-05","2024-12","2024-12-30","2025-01-05","2024-12-01","2024-12-31","2024년","12월","30일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-12-31","2024-12-30~2025-01-05","2024-12","2024-12-30","2025-01-05","2024-12-01","2024-12-31","2024년","12월","31일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
